,Inv Item,Labels,Text
8702,ARC-246034,Filter - Fuel,PECO FILTER ELEMENT GAS 3.12 ID 4.5 OD 36 LG PECO FG336
8703,ARC-198556,Fitting,CATERPILLAR FITTING CATERPILLAR 5P3426
8704,ARC-194192,Fitting,CATERPILLAR FITTING PKG- 10 CATERPILLAR 1F1480
8705,ARC-244279,Fitting,MYER FITTING CONDUIT HUB 1/2 MYER ST1
8706,ARC-247707,Fitting,PARKER HANNIFIN TUBE CONNECTOR ELBOW 3/8 COMP X 3/4 MNPT STL
8707,ARC-247520,Fitting,PARKER HANNIFIN TUBE CONNECTOR GAUGE 1/4 COMP X 1/8 FNPT STL PARKER HANNIFIN 42GBZS
8708,ARC-251412,Fitting,SWAGELOK TUBE CONNECTOR STRAIGHT BORED THRU 1/4 COMP X 1/4 MNPT 316 SS SWAGELOK SS40014BT
8709,ARC-170964,Gasket - Misc,AEROQUIP GASKET PIPE 1-1/2 RND BUNA-N FOR 2 TUBE AEROQUIP NK1000064C150
8710,ARC-179627,Gasket - Compressor - Misc,ARIEL CORP. GASKET CS ARIEL CORP. A2125
8711,ARC-201830,Gasket - Engine - Misc,CATERPILLAR GASKET CATERPILLAR 9H2642
8712,ARC-173353,Gasket - Misc,COOPER-AJAX GASKET FLAT COOPER-AJAX A2838B
8713,ARC-205293,Gasket - Engine - Misc,CUMMINS GASKET CUMMINS 3202283
8714,ARC-199208,Seal - Misc,CATERPILLAR SEAL CATERPILLAR 6L7813
8716,ARC-201598,Misc,CATERPILLAR TOOL PULLER SPARKPLUG CATERPILLAR 8S7227
8717,ARC-200482,Misc,CATERPILLAR ROD CATERPILLAR 7N3463
8719,ARC-195510,Misc,CATERPILLAR NUT HEX 1/2-20 UNF THD ZINC PLTD CATERPILLAR 2M2570
8720,ARC-195329,O-Ring,CATERPILLAR O-RING 1-19/64 ID SYNTHETIC RBR CATERPILLAR 2986387
8721,ARC-258652,O-Ring,WAUKESHA O-RING WAUKESHA 305882
8722,ARC-196234,Plug,CATERPILLAR PLUG FREEZE
8723,ARC-199470,Misc,CATERPILLAR POINTER INDICATOR CONTACT CATERPILLAR 6V2057
8724,ARC-179884,Misc,ARIEL CORP. RING GUIDE COMPRESSOR VALVE ARIEL CORP. A2671
8725,ARC-178560,Misc,ARIEL CORP. RING PACKING BACKUP V-TYPE  ARIEL CORP. A0518
8726,ARC-226944,Misc,CORDOVA SAFETY PRODUCTS GLOVES CUT RESISTANT PE XL SAPPHIRE BLUE W/ NITRILE PALM COATING CUT LEVEL 3 CORDOVA SAFETY PRODUCTS 3701XL
8727,ARC-226920,Misc,CATERPILLAR CAPSCREW
8728,ARC-196885,Misc,CATERPILLAR CAPSCREW PLAIN FINISH CATERPILLAR 4B4043
8729,ARC-171789,Seal - Misc,AFTERMARKET SEAL OIL FRONT G26 FOR CRANKSHAFT AFTERMARKET 405053
8730,ARC-199504,Seal - Engine,CATERPILLAR SEAL CATERPILLAR 6V3365
8731,ARC-228471,Misc,FISHER SEAT FISHER 1B884414012
8732,ARC-202070,Misc,CATERPILLAR TAPE FOIL 2-1/2 WD CATERPILLAR9U6910 CATERPILLAR 9U6910
8734,ARC-256714,Seal - Misc,WAUKESHA SEAL OIL OIL REAR F817G WAUKESHA 209571
8736,ARC-238742,Valve - Ball,J&M BALL VALVES VALVE BALL 1/2 FACE SEAL FEMALE 2000 CLASS 316 SS BODY J&M BALL VALVES 7400165
8737,ARC-195786,Misc,CATERPILLAR WASHER CATERPILLAR 2S0736
8738,ARC-169949,Seal - Misc,CUMMINS SEAL O-RING CAM FOLLOWER CUMMINS 3866097
8739,ARC-205501,Adapter - Misc,DAYCO ADAPTER FITTING 3/4 MJIC X 3/4 MNPT 90 DEG DAYCO 25011212
8740,ARC-173752,Bearing - Misc,COOPER-AJAX BEARING COOPER-AJAX BM10832
8741,ARC-231435,Belt,GATES BELT V HEAVY DUTY 1 BAND 102 LG 0.5 TOP WD 0.312 THK A DIENE POLYESTER CORD GATES A100
8742,ARC-201606,Misc,CATERPILLAR BOLT ENGINE MODEL NO: 3408 CATERPILLAR 8S9092
8743,ARC-177230,Misc,ANTHES CAP RAIN 4-3/4 TO 4-15/16 15
8744,ARC-180390,Misc,ARIEL CORP. CHAIN DRIVE ROLLER 40-1 1/4 JGH E K ARIEL CORP. A3884
8745,ARC-244393,Misc,NAPA CLAMP CABLE NAPA
8746,ARC-238318,Misc,IPD COUPLING TURBO CHARGER EXHAUST
8747,ARC-241698,Misc,MARTIN HUB BUSHING SHAFT 1-7/16 BORE
8750,ARC-189307,Filter - Oil,BALDWIN FILTER ELEMENT OIL 3.75 OD 9.594 LG 1.375 BALDWIN BT8851MPG
8751,ARC-205516,Fitting,DAYCO TUBE CONNECTOR ELBOW 20MM X 1-1/4 MNPT ELBOW TUBE TO PIPE  TUBING SIZE: 20 MM  PIPE SIZE: 1-1/4 IN  TUBING CONNECTION: MALE JIC  PIPE CONNECTION: MNPT  ANGLE: 45 DEG DAYCO 25032020
8752,ARC-251267,Fitting,SWAGELOK TUBE CONNECTOR ELBOW 3/8 COMP X 1/2 MNPT STL
8753,ARC-179527,Gasket - Compressor - Misc,ARIEL CORP. GASKET CS ARIEL CORP. A1757
8754,ARC-200296,Gasket - Engine - Misc,CATERPILLAR GASKET G3408 CATERPILLAR 7L4302
8755,ARC-193268,Exhaust - Misc,CATERPILLAR GASKET MANIFOLD EXHAUST 3600 CATERPILLAR 1345643
8756,ARC-205251,Gasket - Engine - Misc,CUMMINS GASKET 855 FOR THERMOSTAT CUMMINS 208128
8757,ARC-210676,Gasket - Flange,ENDYN GASKET FLANGE 10 DIA 150 CLASS FOR EXHAUST LINE ENDYN A4514
8758,ARC-235126,Gasket - Flange,KLINGERSIL GASKET FLANGE FLAT FACE 3 DIA 150 CLASS 1/16 THK NON-ASBESTOS KLINGERSIL
8759,ARC-235402,Gasket - Flange,KLINGERSIL GASKET FLANGE RAISED FACE 10 DIA 150 CLASS 1/16 THK NON-ASBESTOS
8760,ARC-268386,Hose,ARROW ENGINE HOSE BRAIDED FLEXIBLE METAL
8761,ARC-200669,Misc,CATERPILLAR LIFTER VALVE G3306 REBUILT CATERPILLAR 7S3161
8762,ARC-251402,Misc,SWAGELOK NIPPLE PIPE HEX 1/8 MNPT SS SWAGELOK SS2HN
8763,ARC-246513,Misc,NONE NIPPLE PIPE SEAMLESS 1/4 MNPT 1-1/2 LG S80 STL ASME SA-106-B PN0025HTXT0150CA
8765,ARC-190084,Misc,BG NUT BG 212531
8766,ARC-198526,Seal - Misc,CATERPILLAR SEAL O-RING CATERPILLAR 5P1480
8767,ARC-196264,Misc,CATERPILLAR NUT HEX SLOTTED HEAD CATERPILLAR 3B5412
8768,ARC-201038,O-Ring,CATERPILLAR O-RING CATERPILLAR 8C5230
8769,ARC-205349,O-Ring,CUMMINS O-RING SEAL #855 CUMMINS 43463A
8770,ARC-233228,O-Ring,GEMINI O-RING 3-1/2 ID 4 OD CYLINDER LINER GEMINI 315988
8771,ARC-219600,Misc,ROYAL PURPLE OIL SYNTHETIC LUBRICANT AND CORROSION INHIBITOR QT PLASTIC CONTAINER ROYAL PURPLE
8772,ARC-241445,Misc,MALLARD ORIFICE 1/2 DIA 316 SS 5600 MALLARD 56056
8773,ARC-178893,Compressor Valve - Parts,ARIEL CORP. PLATE VALVE 0.059 THK 60RX ARIEL CORP. A1083
8774,ARC-199311,Plug,CATERPILLAR PLUG RBR
8775,ARC-201941,Seal - Engine,CATERPILLAR SEAL O-RING CATERPILLAR 9M9545
8776,ARC-221810,Misc,MAUDLIN SHIM SLOTTED 0.075 THK 7/8 X 2-1/8 3 WD 3 LG 300 SS 20 PER PACK MAUDLIN MSB07510
8777,ARC-174679,Misc,COOPER-AJAX SPACER GOVERNOR COOPER-AJAX K6371
8778,ARC-178769,Misc,ARIEL CORP. SPRING CLOSING CLOSING .354D X .610 ARIEL CORP. A1005
8780,ARC-242744,SS Tubing,MIRATECH TUBING NUT 18MM TUBE FEMALE MIRATECH O2NUT
8781,ARC-200399,Misc,CATERPILLAR WASHER SPRING CATERPILLAR 7N0550
8782,ARC-173889,Misc,COOPER-AJAX WASHER SEALING COOPER-AJAX BM118387
8783,ARC-202313,Adapter - Misc,CATERPILLAR ADAPTER VALVE CATERPILLAR 9Y6993
8784,ARC-206826,Bearing - Cooler - Misc,DODGE BUSHING SHEAVE QD 1-7/16 BORE DIA GRAY IRON 3/8 X 3/16 SK GRADE 30 FOR 3/8 X 3/16 SHAFT KEYSEAT DODGE SKQDBUSH1716
8785,ARC-187609,Seal - Misc,ARROW ENGINE SEAL REAR OIL ARROW ENGINE 208458
8786,ARC-189788,Belt,BANDO BELT V HEAVY DUTY 1 BAND 64 LG 0.875 TOP WD 0.531 THK C RBR POLYESTER CORD BANDO C60
8787,ARC-231473,Belt,GATES BELT V HEAVY DUTY 1 BAND 70 LG 0.5 TOP WD 0.312 THK A RBR POLYESTER CORD GATES A68
8788,ARC-252043,Belt,T.B. WOODS BELT V EXTRA HEAVY DUTY 1 BAND 130 LG 0.5 TOP WD 0.312 THK AP NEOPRENE ARAMID CORD T.B. WOODS AP128
8789,ARC-201027,Misc,CATERPILLAR CAP
8790,ARC-189184,Filter - Oil,BALDWIN FILTER ELEMENT OIL 4.25 OD 10.063 LG 1.125 BALDWIN B7600
8791,ARC-194430,Filter - Oil,CATERPILLAR FILTER ELEMENT OIL 40.5MM ID 100MM OD 235.7MM LG CATERPILLAR 1R0659
8792,ARC-194438,Filter - Oil,CATERPILLAR FILTER ELEMENT OIL 4.25 OD 10.062 LG 1.125 G3306 G3306 OIL CATERPILLAR 1R0739
8793,ARC-258990,Filter - Misc,WAUKESHA FILTER ELEMENT WAUKESHA 489113
8794,ARC-247637,Fitting,PARKER HANNIFIN TUBE CONNECTOR ELBOW 1/4 COMP X 1/2 MNPT 316 SS PARKER HANNIFIN 4MSEL8N316
8795,ARC-247654,Fitting,PARKER HANNIFIN TUBE CONNECTOR ELBOW 3/8 COMP X 1/8 MNPT STL CAD PLTD PARKER HANNIFIN 62CBZS
8796,ARC-187658,Gasket - Engine - Misc,ARROW ENGINE GASKET GOVERNOR ARROW ENGINE 208666
8797,ARC-200462,Gasket - Engine - Misc,CATERPILLAR GASKET CATERPILLAR 7N2995
8798,ARC-196607,Gasket - Engine - Misc,CATERPILLAR GASKET G3406 FOR CATERPILLAR 3N4285
8799,ARC-195808,Gasket - Engine - Misc,CATERPILLAR GASKET PAPER 4-1/2 X 4-3/4 X 1/32 THK CATERPILLAR 2S4750
8800,ARC-210897,Gasket - Misc,ENDYN GASKET FLAT ALUM ENDYN BM15777L9
8801,ARC-227362,Gasket - Compressor - Misc,TRUE ROCK GASKET DOOR MPD/MPS FOR COMPRESSOR TRUE ROCK 425127
8802,ARC-258286,Exhaust - Misc,WAUKESHA GASKET EXHAUST MANIFOLD WAUKESHA 304258E
8803,ARC-210483,Gasket - Flange,ENDYN GASKET FLANGE FOR EXHAUST LINE ENDYN A1298
8804,ARC-251142,Controller - Liquid Level,UNITED BRASS GAUGECOCK BALL CHECK SHUT-OFF 5/8 FNPT GA CONN 1/2 MNPT UNION VESSEL CONN BRZ BODY UPPER FIXTURE UNITED BRASS 905AS
8806,ARC-261897,Filter - Misc,WESTERN FILTER KIT FILTER WESTERN FILTER APG1000G
8807,ARC-190195,Misc,NONE NUT HEAVY HEX 3/4-10 UNC-2B CLEAR ZINC PLTD CS ASME SA-194-2H (ASTM F1941-FE/ZN 3A)
8808,ARC-199048,O-Ring,CATERPILLAR O-RING 2.207 ID SILICONE RBR CATERPILLAR 6L1650
8809,ARC-174207,O-Ring,COOPER-AJAX O-RING SEAL COOPER-AJAX BM16348F393
8810,ARC-229205,O-Ring,FISHER O-RING 1.925 ID 2.131 OD 0.103 CROSS SECTION
8811,ARC-185704,Misc,ARIEL CORP. PIN THD #5 2 LG
8812,ARC-195521,Plug,CATERPILLAR PLUG
8813,ARC-176268,Relay,ALTRONIC RELAY 24VDC 6A SPDT ALTRONIC 5603154
8814,ARC-179762,Misc,ARIEL CORP. RING PACKING BACKUP  ARIEL CORP. A2395
8815,ARC-169477,Misc,CONDOR GLOVES WELDER LEATHER COTTON/FOAM LINING L BLUE CONDOR 4TJX5
8816,ARC-168298,Misc,CUMMINS SCREW
8817,ARC-198046,Misc,CATERPILLAR CAPSCREW PLAIN FINISH CATERPILLAR 5F4899
8818,ARC-232337,Misc,GEMINI CAPSCREW M10-32 UNF THD DIA 1 LG PLAIN FINISH CS SAE J429-GR.8 GEMINI 1001193
8819,ARC-197075,Seal - Engine,CATERPILLAR SEAL CATERPILLAR 4H9836
8820,ARC-180074,Compressor Valve - Parts,ARIEL CORP. SEAT COMPRESSOR VALVE DISCHARGE 137CHT REBUILT ARIEL CORP. A3132A
8821,ARC-218576,Misc,MAUDLIN SHIM SLOTTED 0.001 THK 7/8 X 2-1/8 3 WD 3 LG 300 SS TAB: 5/8 IN X 1-1/2 IN PACKAGE OF 20 GRAINGER P/N 2NZL4 MAUDLIN MSB00120
8822,ARC-218573,Misc,MAUDLIN SHIM SLOTTED 0.025 THK 7/8 X 2-1/8 3 WD 3 LG 300 SS TAB SIZE: 5/8 IN X 1-1/2 IN PACKAGE OF 20 GRAINGER P/N 2NZN3 MAUDLIN MSB02520
8823,ARC-171833,Misc,AFTERMARKET WASHER LIFT VALVE UPPER 88RX AFTERMARKET 4056231
8824,ARC-224501,MRO,LOCTITE ADHESIVE CEMENT GREEN 7 OZ CAN LOCTITE (5012) LOCTITE 1802776
8825,ARC-250508,MRO,PERMATEX INC. ADHESIVE FORM-A-GASKET PERMATEX INC. 80016
8826,ARC-195948,Misc,CATERPILLAR BAND LINER CYL
8827,ARC-252422,Bearing - Cooler - Misc,T.B. WOODS BUSHING SHAFT QD SURE GRIP 1-15/16 BORE DIA DI 1/2 X 1/4 SK T.B. WOODS SK11516
8828,ARC-252793,Misc,THOMAS & BETTS CONDUIT BODY T 1/2 FNPT FORM 35 THD METAL THOMAS & BETTS T50M
8829,ARC-194092,Misc,CATERPILLAR BOLT CATERPILLAR 1A7669
8832,ARC-192668,Misc,CATERPILLAR CONNECTOR WIRE WIRE END 18 AWG
8833,ARC-199082,Misc,CATERPILLAR COVER TERMINAL CATERPILLAR 6L3483
8835,ARC-226756,Filter - Fuel,PECO FILTER ELEMENT SEPARATOR 24 LG CLOSED END BOLT HOLE FUEL GAS PECO FG24CE
8836,ARC-269100,Fitting,GEMINI TUBE CONNECTOR STRAIGHT BORED THRU 3/4 COMP X 3/4 MNPT SS
8837,ARC-199083,Gasket - Engine - Misc,CATERPILLAR GASKET 2.87 LG X 2.87 WD X 0.016 THK CATERPILLAR 6L3528
8838,ARC-201566,Gasket - Engine - Misc,CATERPILLAR GASKET CATERPILLAR 8S1963
8839,ARC-173302,Gasket - Misc,COOPER-AJAX GASKET COOPER-AJAX A2569G
8840,ARC-173273,Gasket - Engine - Valve Cover,COOPER-AJAX GASKET COVER COOPER-AJAX A2235A
8841,ARC-173673,Gasket - Misc,COOPER-AJAX GASKET FUEL VALVE CU COOPER-AJAX BM10022
8842,ARC-211147,Gasket - Misc,ENDYN GASKET ENDYN BM1704712
8843,ARC-235487,Gasket - Flange,GT EXHAUST (GTE INDUSTRIES) GASKET FLANGE FLAT FACE 10 DIA
8846,ARC-221737,Misc,SECO MANUFACTURING INSERT CUT-OFF CARBIDE STYLE: VNMG 3/8 IN INSCRIBED CIRCLE 1/32 IN CORNER RADIUS MSC PN 84391002 SECO MANUFACTURING 27746
8847,ARC-240385,Misc,KIMRAY KIT REPAIR 2 S/FMT PB VALVE REBUILD KIMRAY RUR
8848,ARC-215034,Misc,MURPHY KIT HARDWARE G3303NA/G3306NA/G3306TA DEPR TO MIXER FASTNER EICS MURPHY 48050012
8849,ARC-170254,Misc,NONE LABEL DECAL 12 WD 18 LG GRAY AND BLACK ARCHROCK UNITS
8851,ARC-245899,Misc,NONE NIPPLE SWAGE CONCENTRIC 1 X 1/2 NPS MNPT X MNPT S80/XH GALV STL ASME SA-106-B MSS SP-95
8852,ARC-171753,O-Ring,AFTERMARKET O-RING #267 8-1/4 ID 8-1/2 OD 1/8 CROSS SECTION SILICONE AS 568A AFTERMARKET 311874
8853,ARC-178661,O-Ring,ARIEL CORP. O-RING 7.895 OD 7/32 CROSS SECTION VITON ARIEL CORP. A0687
8854,ARC-200305,O-Ring,CATERPILLAR O-RING CATERPILLAR 7L4773
8855,ARC-201786,O-Ring,CATERPILLAR O-RING NBR CATERPILLAR 9F4446
8856,ARC-192922,O-Ring,CATERPILLAR O-RING SEAL WATER PUMP CATERPILLAR 1223772
8859,ARC-189952,Misc,BELGAS ORIFICE REGULATOR 1/2 DIA 316 SS 630 BELGAS 688010004
8860,ARC-198484,Plug,CATERPILLAR PLUG
8861,ARC-179764,Misc,ARIEL CORP. RING BACK-UP BELLOWS ARIEL CORP. A2398
8862,ARC-201920,Misc,CATERPILLAR RIVET CATERPILLAR 9M5733
8864,ARC-232050,Seal - Compressor,GARDNER DENVER SEAL FASTENER SSP A&B GARDNER DENVER 60DD65
8865,ARC-250556,Misc,NASHUA TAPE DUCT NASHUA357 NASHUA 357
8866,ARC-188890,Misc,ASHCROFT THERMOWELL TAPERED 3/4 PROCESS 1/2 FNPSM INST 4-1/2 U 304 SS 6 STEM LG 0.26 BORE DIA ASHCROFT 75W0450HT260C
8867,ARC-247651,SS Tubing,PARKER HANNIFIN TUBING FERRULE 1/4 TUBE STL PARKER HANNIFIN 4TZS
8868,ARC-247842,SS Tubing,PARKER HANNIFIN TUBING PLUG 1/2 TUBE CADMIUM PLTD STL PARKER HANNIFIN 8FNZS
8869,ARC-177285,Valve - Check,APOLLO VALVE VALVE CHECK 1/8 FNPT 3000 CLASS 3000 PSI
8870,ARC-252800,Adapter - Misc,THOMAS & BETTS ADAPTER FLEX CONNECTOR THOMAS & BETTS TB5342
8871,ARC-248740,Bushing - Misc,NONE BUSHING PIPE HEX STL ASME SA-105
8872,ARC-189737,Belt,BANDO BELT V HEAVY DUTY 1 BAND 50 LG 0.656 TOP WD 0.406 THK B RBR POLYESTER CORD BANDO B47
8873,ARC-205643,Belt,DAYCO BELT V 1 BAND 105 LG 0.5 TOP WD 0.312 THK A DIENE POLYESTER CORD DAYCO A103
8874,ARC-231445,Belt,GATES BELT V HEAVY DUTY 1 BAND 138 LG 0.5 TOP WD 0.312 THK A RBR POLYESTER CORD GATES A136
8875,ARC-231482,Belt,GATES BELT V HEAVY DUTY 1 BAND 84 LG 0.5 TOP WD 0.312 THK A RBR POLYESTER CORD GATES A82
8876,ARC-231488,Belt,GATES BELT V HEAVY DUTY 1 BAND 94 LG 0.5 TOP WD 0.312 THK A RBR POLYESTER CORD GATES A92
8877,ARC-231555,Belt,GATES BELT V HEAVY DUTY 1 BAND 58 LG 0.656 TOP WD 0.406 THK B RBR POLYESTER CORD GATES B55
8879,ARC-236318,Misc,HOKE CLAMP TUBING 1/4 316 SS
8880,ARC-176507,Sensor - Pressure,ALTRONIC SENSOR PRESSURE 0-5000 PSI 0-5VDC ALTRONIC 6912015000
8881,ARC-176247,Misc,ALTRONIC DISC DRIVE ALTRONIC 510569
8882,ARC-220820,Misc,CUMMINS STUD DOUBLE THREADED CUMMINS 3818823
8883,ARC-246032,Filter - Fuel,PECO FILTER ELEMENT FUEL GAS PECO FG312
8884,ARC-193626,Fitting,CATERPILLAR FITTING ELBOW CATERPILLAR 1560142
8885,ARC-249499,Fitting,SSP TUBE CONNECTOR STRAIGHT 1/4 COMP X 1/2 MNPT 316 SS DUOLOK SSP D4MC8
8886,ARC-249500,Fitting,SSP TUBE CONNECTOR STRAIGHT BORED THRU 1/4 COMP X 1/4 MNPT 316 SS DUOLOK SSP D4MCBT4
8887,ARC-191653,Misc,BUSSMAN COOPER FUSE FAST ACTING 15A 250/125VAC/VDC 750/10000A CERAMIC DIAMETER: 1/4 IN LENGTH: 1-1/4 IN BUSSMAN COOPER ABC15
8888,ARC-195114,Gasket - Engine - Misc,CATERPILLAR GASKET CATERPILLAR 2485563
8889,ARC-173352,Gasket - Misc,COOPER-AJAX GASKET PAPER COOPER-AJAX A2838
8890,ARC-224140,Gasket - Engine - Misc,CUMMINS GASKET THROTTLE VALVE
8891,ARC-210523,Gasket - Misc,ENDYN GASKET FLAT SQUARE ENDYN A2569
8892,ARC-233275,Gasket - Misc,GEMINI GASKET TOP COVER GEMINI 400335X
8893,ARC-258289,Gasket - Engine - Misc,WAUKESHA GASKET WATER PUMP WAUKESHA 304314
8894,ARC-173234,Gasket - Flange,COOPER-AJAX GASKET FLANGE FOR ENGINE MODEL NO: DPC230 COOPER-AJAX A1298
8895,ARC-235403,Gasket - Flange,KLINGERSIL GASKET FLANGE RAISED FACE 12 DIA 150 CLASS 1/16 THK NON-ASBESTOS
8896,ARC-233930,Gasket - Misc,GEMINI GASKET RTJ ASME B16.20 GEMINI 4084952
8898,ARC-250360,Misc,PERMATEX INC. GREASE ANTI-SEIZE PERMATEX INC. 133K
8899,ARC-231066,Hose,GATES HOSE 1 DIA RED FLEXIBLE GATES 1PF250
8900,ARC-223002,Hose,GATES HOSE OIL 1-1/2 DIA -40 TO 212 DEG F 250 PSI SYNTHETIC RBR RED FLEXIBLE
8901,ARC-219266,Misc,AUVECO ROD END FEMALE
8904,ARC-193722,Sensor - Pressure,CATERPILLAR SENSOR PRESSURE G3600 OIL CATERPILLAR 1638516
8905,ARC-194086,Misc,CATERPILLAR NUT
8906,ARC-171850,O-Ring,AFTERMARKET O-RING #236 3-1/4 ID 3-1/2 OD 1/8 CROSS SECTION VITON AS 568A AFTERMARKET 4056978
8907,ARC-171891,O-Ring,AFTERMARKET O-RING #266 8 ID 8-1/4 OD 1/8 CROSS SECTION VITON AS 568A AFTERMARKET 4063318
8908,ARC-199697,O-Ring,CATERPILLAR O-RING 4.894 ID FLUOROCARBON RBR CATERPILLAR 6V8260
8909,ARC-198677,O-Ring,CATERPILLAR O-RING 113.66MM ID CATERPILLAR 5P8872
8910,ARC-192701,O-Ring,CATERPILLAR O-RING SEAL CATERPILLAR 1121580
8912,ARC-270380,Misc,NONE REDUCER PIPE
8913,ARC-198236,Misc,CATERPILLAR SCREEN CATERPILLAR 5L7874
8914,ARC-191919,Misc,CATERPILLAR CAPSCREW HEX HEAD 3/8-16 UNC THD DIA 3-1/4 LG PHOSPHATE AND OIL COATED GRADE 8 CATERPILLAR 0L1352
8915,ARC-199601,Seal - Engine,CATERPILLAR SEAL CATERPILLAR 6V5101
8916,ARC-200350,Misc,CATERPILLAR SPRING
8919,ARC-179441,Misc,ARIEL CORP. TEE PIPE STREET 1/4 FNPT X MNPT RUN STL ASME SA-105 CLASS 3000 ARIEL CORP. A15557
8920,ARC-190091,Misc,BG TERMINAL CONNECTOR TERMINAL NO: T22 BG 21459
8921,ARC-267263,Misc,NONE TERMINAL LUG 2/0 AWG
8922,ARC-198769,Misc,CATERPILLAR WASHER G3306 CATERPILLAR 5S9948
8923,ARC-233195,Misc,GEMINI WASHER LOCK FLYWHEEL GEMINI 312591
8924,ARC-210815,Misc,ENDYN WASHER SEALING ENDYN BM118389
8925,ARC-205483,Adapter - Misc,DAYCO ADAPTER STRAIGHT FITTING 1-1/4 MJIC X 1-1/4 MNPT DAYCO 24042020
8926,ARC-220372,Adapter - Misc,DK-LOK USA TUBE ADAPTER ELBOW 90 DEG 1/4 TUBE X 1/8 MNPT SS 1/4 COMP X 1/4 FNPT DK-LOK USA DLM42NS
8927,ARC-178721,Bushing - Misc,ARIEL CORP. BUSHING PIPE HEX BY FNPT NPS 1/2 FNPT NPS 3/4 ARIEL CORP. A0844
8928,ARC-252049,Belt,T.B. WOODS BELT V EXTRA HEAVY DUTY 1 BAND 53 LG 0.5 TOP WD 0.312 THK AP NEOPRENE ARAMID CORD T.B. WOODS AP51
8929,ARC-170873,Misc,AEROQUIP CLAMP INCLUDES NUTS AND BOLTS AEROQUIP NH100085075YF
8930,ARC-221806,Misc,MAUDLIN SHIM SLOTTED 0.005 IN THK 3 IN WD 3 IN LG 7/8 IN WD X 2-1/8 IN DP SLOT 300 SERIES STAINLESS STEEL 20 PER PACK MAUDLIN MSB00520
8931,ARC-247502,Misc,PARKER HANNIFIN ELBOW PIPE STREET 90 DEG STL BY FNPTNPS 1/8MNPTNPS 1/8 PARKER HANNIFIN 22SES
8932,ARC-197899,Misc,CATERPILLAR SHAFT CATERPILLAR 4W6702
8933,ARC-205101,Fitting,COOPER CROUSE HINDS FITTING CONDUIT CONNECTOR 1 FLEXIBLE LIQUIDTIGHT ZINC ELECTROPLATE MI NON-INSULATED THROAT SEALING GASKET COOPER CROUSE HINDS LT100
8934,ARC-215975,Hose,BRENNAN INDUSTRIES FITTING HOSE PLUG 1 MJIC STL
8936,ARC-211808,Misc,ENDYN SHAFT DRIVE MAGNETO ENDYN YAE1561A2
8937,ARC-200297,Gasket - Engine - Misc,CATERPILLAR GASKET 3408 CATERPILLAR 7L4303
8938,ARC-198076,Gasket - Engine - Misc,CATERPILLAR GASKET CATERPILLAR 5H2669
8939,ARC-199155,Gasket - Engine - Misc,CATERPILLAR GASKET CATERPILLAR 6L5568
8940,ARC-201210,Gasket - Engine - Misc,CATERPILLAR GASKET LINE WATER CATERPILLAR 8L5197
8941,ARC-173248,Gasket - Misc,COOPER-AJAX GASKET PAPER COOPER-AJAX A1669B
8942,ARC-174258,Gasket - Misc,COOPER-AJAX GASKET STL COOPER-AJAX BM166897
8943,ARC-205330,Gasket - Engine - Valve Cover,CUMMINS GASKET COVER CUMMINS 3929751
8944,ARC-210697,Gasket - Misc,ENDYN GASKET FLAT RND ENDYN BM100222
8945,ARC-194345,Pump - Water,CATERPILLAR SHAFT G342 AUXILIARY WATER PUMP CATERPILLAR 1N8328
8948,ARC-194375,Misc,CATERPILLAR GREASE CARTRIDGE CATERPILLAR 1P0808
8949,ARC-195092,Hose,CATERPILLAR HOSE AIR CLEANER REPLACES 9S2592 CATERPILLAR 2427406
8950,ARC-270767,Misc,BALDWIN KIT STUD/NUT/GASKET SPIRAL WOUND 304 SS INNER/CS GUIDE RING 304 SS WINDING FLEXIBLE GRAPHITE FILLER 5/8 DIA X 3-1/2 LG (4) STUD (4) NUT GHX INDUSTRIAL KITSNG11600RF
8951,ARC-172932,Misc,AMERICAN INDUSTRIAL COMPONENTS RAW MATERIAL 4 X 2 TEFLON AMERICAN INDUSTRIAL COMPONENTS 4X2
8953,ARC-178332,O-Ring,ARIEL CORP. O-RING 1.637 OD 9/64 CROSS SECTION VITON ARIEL CORP. A0030
8954,ARC-178340,O-Ring,ARIEL CORP. O-RING 3.27 OD 7/32 CROSS SECTION VITON ARIEL CORP. A0038
8955,ARC-217176,O-Ring,IPD O-RING SEAL #325 IPD 5P8068
8956,ARC-261915,O-Ring,WESTERN FILTER O-RING 6 OD
8957,ARC-230024,Misc,NONE OLET ELBOLET 36 X 1 RUN 3000 CLASS 3/4 NPT OUTLET STL ASME SA-350-LF2
8959,ARC-185682,Misc,ARIEL CORP. PIN DOWEL 1/4 DIA 3/4 LG
8960,ARC-232592,Compressor Valve - Parts,GEMINI PLATE VALVE SPRING 70R GEMINI 107PS4836
8961,ARC-271845,Plug,CUMMINS PLUG THREADED CUMMINS 3037536
8962,ARC-178383,Plug,ARIEL CORP. PLUG
8963,ARC-174862,Misc,COOPER-AJAX RING GUIDE COMPRESSOR VALVE COOPER-AJAX K68113
8964,ARC-258429,Misc,WAUKESHA ROD END RIGHT HAND M6 WAUKESHA 305169
8965,ARC-222887,Misc,MSA SAFETY HAT HARD PROTECTIVE HAT HIGH DENSITY PE STD ORANGE MOLDED V-GARD
